6571
YAL031C_CDS	84748	87030	182602	2	1	62
YAL030W_CDS	87285	87751	182602	1	2	63
YAL029C_CDS	87854	92269	182602	2	1	65
YAL028W_CDS	92899	94485	182602	1	1	66
YAL027W_CDS	94686	95471	182602	1	1	67
YAL026C-A_CDS	95385	95822	182602	2	1	68
YAL026C_CDS	95629	99696	182602	2	1	69
YAL024C_CDS	100224	101144	182602	2	1	70
YAL023C_CDS	101564	105871	182602	2	1	71
YAL022C_CDS	106271	108550	182602	2	1	72
YAL021C_CDS	108876	110429	182602	2	1	73
YAL020C_CDS	110845	113358	182602	2	1	74
YAL019W-A_CDS	113613	114614	182602	2	1	75
YAL019W_CDS	114249	114818	182602	1	1	76
YAL018C_CDS	114918	118313	182602	1	1	77
YAL017W_CDS	118563	119540	182602	2	1	78
YAL016C-B_CDS	120224	124294	182602	1	1	79
YAL016C-A_CDS	124306	124491	182602	2	1	80
YAL016W_CDS	124754	125068	182602	2	1	81
YAL015C_CDS	124878	126785	182602	1	1	82
YAL014C_CDS	126902	128101	182602	2	1	83
YAL013W_CDS	128251	129018	182602	2	1	84
YAL012W_CDS	129269	130486	182602	1	1	85
YAL011W_CDS	130798	131982	182602	1	1	86
YAL010C_CDS	132198	134075	182602	1	1	87
YAL009W_CDS	134183	135664	182602	2	1	88
YAL008W_CDS	135853	136632	182602	1	1	89
YAL007C_CDS	136913	137509	182602	1	1	90
YAL005C_CDS	137697	138344	182602	2	1	91
YAL004W_CDS	139502	141430	182602	2	1	92
YAL003W_CDS	140759	141406	182602	1	1	93
YAL003W_CDS	142173	143159	182602	1	2	94
YAL002W_CDS	143706	147530	182602	1	1	96
YAL001C_CDS	147593	151165	182602	2	2	97
YAR002W_CDS	152256	153875	182602	1	1	99
YAR002C-A_CDS	154064	154723	182602	2	1	100
YAR003W_CDS	155004	156284	182602	1	1	101
YAR007C_CDS	156753	158618	182602	2	1	102
YAR008W_CDS	158965	159792	182602	1	1	103
YAR014C_CDS	166741	168870	182602	2	1	104
YAR015W_CDS	169374	170294	182602	1	1	105
YAR018C_CDS	170395	171702	182602	2	1	106
YAR019C_CDS	172210	175134	182602	2	1	107
YAR019W-A_CDS	174997	175329	182602	1	1	108
YAR020C_CDS	176855	177022	182602	2	1	109
YAR023C_CDS	179280	179819	182602	2	1	110
YAR027W_CDS	183769	184476	182602	1	1	111
YAR028W_CDS	184891	185595	184476	1	1	112
YAR029W_CDS	186320	186544	185595	1	1	113
YAR030C_CDS	186511	186852	186544	2	1	114
YAR031W_CDS	186835	187731	186852	1	1	115
YAR033W_CDS	188106	188810	187731	1	1	116
YAR035W_CDS	190192	192255	188810	1	1	117
YAR035C-A_CDS	192336	192416	192255	2	1	118
YAR042W_CDS	192618	196184	192416	1	1	119
YAR047C_CDS	201466	201786	196184	2	1	120
YAR050W_CDS	203402	208015	201786	1	1	121
YAR053W_CDS	208366	208662	208015	1	1	122
YAR060C_CDS	217156	217491	208662	2	1	123
YAR064W_CDS	220197	220496	217491	1	1	124
YAR066W_CDS	221048	221659	220496	1	1	125
YAR068W_CDS	222405	222890	221659	1	1	126
YAR069C_CDS	224010	224303	222890	2	1	127
YAR070C_CDS	224562	224861	224303	2	1	128
YAR071W_CDS	225459	226862	224861	1	1	129
YAR073W_CDS	227741	228952	226862	1	1	130
YAR075W_CDS	228843	229316	228952	1	1	131
YBL113C_CDS	262423	264801	229316	2	1	132
YBL113W-A_CDS	262789	263271	264801	1	1	133
YBL112C_CDS	264725	265042	264801	2	1	134
YBL111C_CDS	265050	267152	265042	2	2	135
YBL109W_CDS	267933	268268	267152	1	1	137
YBL108C-A_CDS	269748	269876	268268	2	1	138
YBL108W_CDS	270320	270625	269876	1	1	139
YBL107W-A_CDS	271411	271515	270625	1	1	140
YBL107C_CDS	272104	272694	271515	2	1	141
YBL106C_CDS	272990	276022	272694	2	1	142
YBL105C_CDS	276384	279839	276022	2	1	143
YBL104C_CDS	280320	283436	279839	2	1	144
YBL103C_CDS	284219	285679	283436	2	1	145
YBL102W_CDS	286241	286888	285679	1	1	146
YBL101C_CDS	287089	290442	286888	2	1	147
YBL100W-C_CDS	290570	290689	290442	1	1	148
YBL100C_CDS	299132	299446	290689	2	1	149
YBL099W_CDS	299196	300833	299446	1	1	150
YBL098W_CDS	301288	302670	300833	1	1	151
YBL097W_CDS	302974	305238	302670	1	1	152
YBL096C_CDS	305317	305625	305238	2	1	153
YBL095W_CDS	305420	306232	305625	1	1	154
YBL094C_CDS	305908	306240	306232	2	1	155
YBL093C_CDS	306399	307061	306240	2	1	156
YBL092W_CDS	308121	308513	307061	1	1	157
YBL091C-A_CDS	308708	309323	308513	2	2	158
YBL091C_CDS	309506	310771	309323	2	1	160
YBL090W_CDS	310968	311501	310771	1	1	161
YBL089W_CDS	311717	313096	311501	1	1	162
YBL088C_CDS	313162	321525	313096	2	1	163
YBL087C_CDS	321965	322882	321525	2	2	164
YBL086C_CDS	323345	324745	322882	2	1	166
YBL085W_CDS	326019	328961	324745	1	1	167
YBL084C_CDS	329312	331588	328961	2	1	168
YBL083C_CDS	331856	332281	331588	2	1	169
YBL082C_CDS	331894	333270	332281	2	1	170
YBL081W_CDS	334009	335115	333270	1	1	171
YBL080C_CDS	335213	336838	335115	2	1	172
YBL079W_CDS	337402	341910	336838	1	1	173
YBL078C_CDS	342521	342874	341910	2	1	174
YBL077W_CDS	343040	343471	342874	1	1	175
YBL076C_CDS	343186	346404	343471	2	1	176
YBL075C_CDS	346642	348591	346404	2	1	177
YBL074C_CDS	348865	349932	348591	2	1	178
YBL073W_CDS	349789	350100	349932	1	1	179
YBL072C_CDS	350666	351268	350100	2	1	180
YBL071C-B_CDS	351601	351699	351268	2	1	181
YBL071W-A_CDS	352121	352369	351699	1	1	182
YBL071C_CDS	352366	352674	352369	2	1	183
YBL070C_CDS	352748	353068	352674	2	1	184
YBL069W_CDS	352884	354173	353068	1	1	185
YBL068W-A_CDS	353937	354173	354173	1	1	186
YBL068W_CDS	354557	355537	354173	1	1	187
YBL067C_CDS	355782	358025	355537	2	1	188
YBL066C_CDS	358812	362258	358025	2	1	189
YBL065W_CDS	362106	362450	362258	1	1	190
YBL064C_CDS	362514	363299	362450	2	1	191
YBL063W_CDS	364029	367364	363299	1	1	192
YBL062W_CDS	367451	367831	367364	1	1	193
YBL061C_CDS	367459	369549	367831	2	1	194
YBL060W_CDS	370075	372138	369549	1	1	195
YBL059C-A_CDS	372268	372682	372138	2	2	196
YBL059W_CDS	372737	373387	372682	1	2	198
YBL058W_CDS	373580	374851	373387	1	1	200
YBL057C_CDS	374944	375570	374851	2	1	201
YBL056W_CDS	375905	377311	375570	1	1	202
YBL055C_CDS	377716	378972	377311	2	1	203
YBL054W_CDS	379732	381309	378972	1	1	204
YBL053W_CDS	381478	381852	381309	1	1	205
YBL052C_CDS	381522	384017	381852	2	1	206
YBL051C_CDS	384896	386902	384017	2	1	207
YBL050W_CDS	387268	388262	386902	1	2	208
YBL049W_CDS	388971	389387	388262	1	1	210
YBL048W_CDS	389442	389753	389387	1	1	211
YBL047C_CDS	390038	394183	389753	2	1	212
YBL046W_CDS	394567	395892	394183	1	1	213
YBL045C_CDS	396286	397659	395892	2	1	214
YBL044W_CDS	398141	398509	397659	1	1	215
YBL043W_CDS	398831	399604	398509	1	1	216
YBL042C_CDS	400484	402403	399604	2	1	217
YBL041W_CDS	403390	404115	402403	1	1	218
YBL040C_CDS	404255	405011	404115	2	2	219
YBL039W-B_CDS	405536	405715	405011	1	1	221
YBL039C_CDS	406132	407871	405715	2	1	222
YBL039C-A_CDS	407091	407174	407871	2	1	223
YBL038W_CDS	408330	409028	407871	1	1	224
YBL037W_CDS	409352	412429	409028	1	1	225
YBL036C_CDS	412590	413363	412429	2	1	226
YBL035C_CDS	413636	415753	413363	2	1	227
YBL034C_CDS	415991	420532	415753	2	1	228
YBL033C_CDS	420799	421836	420532	2	1	229
YBL032W_CDS	422327	423472	421836	1	1	230
YBL031W_CDS	423842	424858	423472	1	1	231
YBL030C_CDS	425184	426140	424858	2	1	232
YBL029C-A_CDS	426631	426915	426140	2	1	233
YBL029W_CDS	428277	429407	426915	1	1	234
YBL028C_CDS	429661	429981	429407	2	1	235
YBL027W_CDS	430566	431519	429981	1	2	236
YBL026W_CDS	432766	433181	431519	1	2	238
YBL025W_CDS	433624	434061	433181	1	1	240
YBL024W_CDS	434677	436731	434061	1	1	241
YBL023C_CDS	437063	439669	436731	2	1	242
YBL022C_CDS	440017	443418	439669	2	1	243
YBL021C_CDS	443803	444237	443418	2	1	244
YBL020W_CDS	444544	446268	444237	1	1	245
YBL019W_CDS	446496	448058	446268	1	1	246
YBL018C_CDS	448141	448617	448058	2	2	247
YBL017C_CDS	448987	453726	448617	2	1	249
YBL016W_CDS	454594	455655	453726	1	1	250
YBL015W_CDS	456265	457845	455655	1	1	251
YBL014C_CDS	461207	463891	457845	2	1	252
YBL013W_CDS	464199	465404	463891	1	1	253
YBL012C_CDS	465549	465950	465404	2	1	254
YBL011W_CDS	465681	467960	465950	1	1	255
YBL010C_CDS	468250	469092	467960	2	1	256
YBL009W_CDS	469337	471367	469092	1	1	257
YBL008W-A_CDS	471552	471791	471367	1	1	258
YBL008W_CDS	471796	474318	471791	1	1	259
YBL007C_CDS	474775	478509	474318	2	1	260
YBL006C_CDS	478730	479272	478509	2	1	261
YBL006W-A_CDS	478854	479003	479272	1	1	262
YBL005W_CDS	479613	482543	479272	1	1	263
YBL004W_CDS	489779	497260	482543	1	1	264
YBL003C_CDS	497537	497935	497260	2	1	265
YBL002W_CDS	498635	499030	497935	1	1	266
YBL001C_CDS	499296	499610	499030	2	1	267
YBR001C_CDS	501084	503426	499610	2	1	268
YBR002C_CDS	503851	504711	503426	2	1	269
YBR003W_CDS	504952	506373	504711	1	1	270
YBR004C_CDS	506509	507810	506373	2	1	271
YBR005W_CDS	508049	508690	507810	1	1	272
YBR006W_CDS	509153	510646	508690	1	1	273
YBR007C_CDS	510949	513159	510646	2	1	274
YBR008C_CDS	514706	516352	513159	2	1	275
YBR009C_CDS	517516	517827	516352	2	1	276
YBR010W_CDS	518474	518884	517827	1	1	277
YBR011C_CDS	519255	520118	518884	2	1	278
YBR012C_CDS	521290	521709	520118	2	1	279
YBR013C_CDS	527635	528024	521709	2	1	280
YBR014C_CDS	528868	529479	528024	2	1	281
YBR015C_CDS	529853	531646	529479	2	1	282
YBR016W_CDS	532390	532776	531646	1	1	283
YBR017C_CDS	533090	535846	532776	2	1	284
YBR018C_CDS	536570	537670	535846	2	1	285
YBR019C_CDS	538396	540495	537670	2	1	286
YBR020W_CDS	541164	542750	540495	1	1	287
YBR021W_CDS	543586	545487	542750	1	1	288
YBR022W_CDS	545881	546414	545487	1	1	289
YBR023C_CDS	546571	550068	546414	2	1	290
YBR024W_CDS	551588	552493	550068	1	1	291
YBR025C_CDS	552824	554008	552493	2	1	292
YBR026C_CDS	555020	556162	554008	2	1	293
YBR027C_CDS	556167	556499	556162	2	1	294
YBR028C_CDS	556568	558145	556499	2	1	295
YBR029C_CDS	558512	559885	558145	2	1	296
YBR030W_CDS	560435	562093	559885	1	1	297
YBR031W_CDS	562309	563397	562093	1	1	298
YBR032W_CDS	563662	563964	563397	1	1	299
YBR033W_CDS	564087	566846	563964	1	1	300
YBR034C_CDS	567073	568119	566846	2	1	301
YBR035C_CDS	568412	569098	568119	2	1	302
YBR036C_CDS	571224	572456	569098	2	1	303
YBR037C_CDS	572708	573595	572456	2	1	304
YBR038W_CDS	574041	576932	573595	1	1	305
YBR039W_CDS	577718	578653	576932	1	1	306
YBR040W_CDS	579111	580007	578653	1	1	307
YBR041W_CDS	580409	582418	580007	1	1	308
YBR042C_CDS	582559	583752	582418	2	1	309
YBR043C_CDS	584019	586088	583752	2	1	310
YBR044C_CDS	586484	588202	586088	2	1	311
YBR045C_CDS	590316	592235	588202	2	1	312
YBR046C_CDS	592650	593654	592235	2	1	313
YBR047W_CDS	593976	594503	593654	1	1	314
YBR048W_CDS	594974	595955	594503	1	2	315
YBR049C_CDS	596529	598961	595955	2	1	317
YBR050C_CDS	599326	600342	598961	2	1	318
YBR051W_CDS	600131	600481	600342	1	1	319
YBR052C_CDS	600863	601495	600481	2	1	320
YBR053C_CDS	601818	602894	601495	2	1	321
YBR054W_CDS	605244	606278	602894	1	1	322
YBR055C_CDS	606745	609444	606278	2	1	323
YBR056W_CDS	610022	611527	609444	1	1	324
YBR056W-A_CDS	613398	613598	611527	1	1	325
YBR056C-B_CDS	613436	613594	613598	2	1	326
YBR057C_CDS	614336	615436	613598	2	1	327
YBR058C_CDS	615815	618160	615436	2	1	328
YBR058C-A_CDS	618467	618709	618160	2	1	329
YBR059C_CDS	619004	622330	618709	2	1	330
YBR060C_CDS	622795	624657	622330	2	1	331
YBR061C_CDS	626930	627862	624657	2	1	332
YBR062C_CDS	628119	628743	627862	2	2	333
YBR063C_CDS	629113	630327	628743	2	1	335
YBR064W_CDS	629906	630334	630327	1	1	336
YBR065C_CDS	630727	631821	630334	2	1	337
YBR066C_CDS	632180	632842	631821	2	1	338
YBR067C_CDS	634246	634878	632842	2	1	339
YBR068C_CDS	636004	637833	634878	2	1	340
YBR069C_CDS	638717	640576	637833	2	1	341
YBR070C_CDS	641364	642077	640576	2	1	342
YBR071W_CDS	642554	643189	642077	1	1	343
YBR072W_CDS	644173	644817	643189	1	1	344
YBR072C-A_CDS	645003	645164	644817	2	1	345
YBR073W_CDS	645358	648132	645164	1	1	346
YBR074W_CDS	648430	651360	648132	1	1	347
YBR076W_CDS	652371	653435	651360	1	1	348
YBR076C-A_CDS	653495	653761	653435	2	1	349
YBR077C_CDS	653949	654437	653761	2	1	350
YBR078W_CDS	655267	656886	654437	1	2	351
YBR079C_CDS	657527	660421	656886	2	1	353
YBR080C_CDS	660758	663034	660421	2	1	354
YBR081C_CDS	663397	667395	663034	2	1	355
YBR082C_CDS	668772	669313	667395	2	2	356
YBR083W_CDS	671313	672773	669313	1	1	358
YBR084W_CDS	673198	676125	672773	1	1	359
YBR084C-A_CDS	676330	677405	676125	1	2	360
YBR085W_CDS	678127	679050	677405	1	1	362
YBR085C-A_CDS	681051	681308	679050	2	1	363
YBR086C_CDS	682345	685185	681308	2	1	364
YBR087W_CDS	685909	686973	685185	1	1	365
YBR088C_CDS	687134	687910	686973	2	1	366
YBR089W_CDS	687327	687926	687910	1	1	367
YBR089C-A_CDS	688334	688633	687926	2	1	368
YBR090C_CDS	688477	689202	688633	2	2	369
YBR091C_CDS	689299	689628	689202	2	1	371
YBR092C_CDS	689842	691245	689628	2	1	372
YBR093C_CDS	691692	693095	691245	2	1	373
YBR094W_CDS	694180	696441	693095	1	1	374
YBR095C_CDS	696550	697842	696441	2	1	375
YBR096W_CDS	698165	698857	697842	1	1	376
YBR097W_CDS	699095	703459	698857	1	1	377
YBR098W_CDS	703659	705734	703459	1	1	378
YBR099C_CDS	705068	705451	705734	2	1	379
YBR101C_CDS	705965	706837	705734	2	1	380
YBR102C_CDS	707206	709467	706837	2	1	381
YBR103W_CDS	709853	711460	709467	1	1	382
YBR103C-A_CDS	711464	711607	711460	2	1	383
YBR104W_CDS	711811	712800	711607	1	1	384
YBR105C_CDS	713025	714113	712800	2	1	385
YBR106W_CDS	714802	715368	714113	1	1	386
YBR107C_CDS	715937	716674	715368	2	1	387
YBR108W_CDS	716966	719809	716674	1	1	388
YBR109C_CDS	720063	720506	719809	2	1	389
YBR109W-A_CDS	720752	720976	720506	1	1	390
YBR110W_CDS	721016	722365	720976	1	1	391
YBR111C_CDS	723322	724017	722365	2	1	392
YBR111W-A_CDS	724283	724723	724017	1	3	393
YBR112C_CDS	725014	727914	724723	2	1	396
YBR113W_CDS	727710	728192	727914	1	1	397
YBR114W_CDS	729392	731764	728192	1	1	398
YBR116C_CDS	731883	732380	731764	2	1	399
YBR117C_CDS	732046	734091	732380	2	1	400
YBR118W_CDS	735325	736701	734091	1	1	401
YBR119W_CDS	736992	737977	736701	1	2	402
YBR120C_CDS	738089	738577	737977	2	1	404
YBR121C_CDS	739018	741021	738577	2	1	405
YBR121C-A_CDS	739980	740138	741021	2	1	406
YBR122C_CDS	741624	742157	741021	2	1	407
YBR123C_CDS	742396	744345	742157	2	1	408
YBR124W_CDS	744161	744520	744345	1	1	409
YBR125C_CDS	744853	746034	744520	2	1	410
YBR126C_CDS	746559	748046	746034	2	1	411
YBR126W-A_CDS	748504	748710	748046	1	1	412
YBR126W-B_CDS	748581	748724	748710	1	1	413
YBR127C_CDS	748923	750476	748724	2	1	414
YBR128C_CDS	750735	751769	750476	2	1	415
YBR129C_CDS	752007	752993	751769	2	1	416
YBR130C_CDS	753246	754523	752993	2	1	417
YBR131W_CDS	754817	756931	754523	1	1	418
YBR131C-A_CDS	755304	755393	756931	2	1	419
YBR132C_CDS	757306	759096	756931	2	1	420
YBR133C_CDS	759458	761941	759096	2	1	421
YBR134W_CDS	761897	762298	761941	1	1	422
YBR135W_CDS	762508	762960	762298	1	1	423
YBR136W_CDS	763322	770428	762960	1	1	424
YBR137W_CDS	770698	771237	770428	1	1	425
YBR138C_CDS	771416	772990	771237	2	1	426
YBR139W_CDS	773318	774844	772990	1	1	427
YBR140C_CDS	775004	784282	774844	2	1	428
YBR141C_CDS	784679	785692	784282	2	1	429
YBR141W-A_CDS	784821	784916	785692	1	1	430
YBR142W_CDS	785971	788292	785692	1	1	431
YBR143C_CDS	788523	789836	788292	2	1	432
YBR144C_CDS	790889	791203	789836	2	1	433
YBR145W_CDS	791416	792471	791203	1	1	434
YBR146W_CDS	792914	793750	792471	1	1	435
YBR147W_CDS	794229	795119	793750	1	1	436
YBR148W_CDS	795530	797359	795119	1	1	437
YBR149W_CDS	797641	798675	797359	1	1	438
YBR150C_CDS	798863	802147	798675	2	1	439
YBR151W_CDS	802682	803632	802147	1	1	440
YBR152W_CDS	804030	804905	803632	1	1	441
YBR153W_CDS	805114	805848	804905	1	1	442
YBR154C_CDS	806016	806663	805848	2	1	443
YBR155W_CDS	807425	808582	806663	1	1	444
YBR156C_CDS	808758	810854	808582	2	1	445
YBR157C_CDS	811197	811964	810854	2	1	446
YBR158W_CDS	814203	815852	811964	1	1	447
YBR159W_CDS	816339	817382	815852	1	1	448
YBR160W_CDS	817732	818628	817382	1	1	449
YBR161W_CDS	819288	820418	818628	1	1	450
YBR162C_CDS	820857	822224	820418	2	1	451
YBR162W-A_CDS	822885	823082	822224	1	1	452
YBR163W_CDS	823377	825134	823082	1	1	453
YBR164C_CDS	825529	826080	825134	2	1	454
YBR165W_CDS	826506	827339	826080	1	1	455
YBR166C_CDS	827496	828854	827339	2	1	456
YBR167C_CDS	829122	829544	828854	2	1	457
YBR168W_CDS	830025	831266	829544	1	1	458
YBR169C_CDS	831569	833650	831266	2	1	459
YBR170C_CDS	833998	835740	833650	2	1	460
YBR171W_CDS	836018	836638	835740	1	1	461
YBR172C_CDS	836804	839026	836638	2	1	462
YBR173C_CDS	839380	839826	839026	2	1	463
YBR174C_CDS	839992	840306	839826	2	1	464
YBR175W_CDS	840062	841009	840306	1	1	465
YBR176W_CDS	841374	842312	841009	1	1	466
YBR177C_CDS	842461	843816	842312	2	1	467
YBR178W_CDS	843725	844099	843816	1	1	468
YBR179C_CDS	844201	846768	844099	2	1	469
YBR180W_CDS	847395	849113	846768	1	1	470
YBR181C_CDS	849366	850428	849113	2	2	471
YBR182C_CDS	851160	852518	850428	2	1	473
YBR182C-A_CDS	853015	853209	852518	2	1	474
YBR183W_CDS	853769	854719	853209	1	1	475
YBR184W_CDS	855017	856588	854719	1	1	476
YBR185C_CDS	856777	857613	856588	2	1	477
YBR186W_CDS	858207	860014	857613	1	2	478
YBR187W_CDS	860288	861130	860014	1	1	480
YBR188C_CDS	861339	861761	861130	2	1	481
YBR189W_CDS	862162	863162	861761	1	2	482
YBR190W_CDS	863620	863931	863162	1	1	484
YBR191W_CDS	863924	864794	863931	1	2	485
YBR191W-A_CDS	864803	864877	864794	1	1	487
YBR192W_CDS	865306	866439	864877	1	1	488
YBR193C_CDS	866736	867407	866439	2	1	489
YBR194W_CDS	867692	868063	867407	1	1	490
YBR195C_CDS	868268	869536	868063	2	1	491
YBR196C_CDS	869890	871554	869536	2	1	492
YBR196C-A_CDS	871678	871827	871554	2	1	493
YBR196C-B_CDS	872180	872284	871827	2	1	494
YBR197C_CDS	872857	873510	872284	2	1	495
YBR198C_CDS	873781	876177	873510	2	1	496
YBR199W_CDS	876563	877957	876177	1	1	497
YBR200W_CDS	878526	880181	877957	1	1	498
YBR200W-A_CDS	880637	880801	880181	1	1	499
YBR201W_CDS	881230	881865	880801	1	1	500
YBR201C-A_CDS	882147	882350	881865	2	1	501
YBR202W_CDS	883426	885963	882350	1	1	502
YBR203W_CDS	886822	889596	885963	1	1	503
YBR204C_CDS	889908	891035	889596	2	1	504
YBR205W_CDS	891276	892490	891035	1	1	505
YBR206W_CDS	892255	892578	892490	1	1	506
YBR207W_CDS	892800	894197	892578	1	1	507
YBR208C_CDS	894357	899864	894197	2	1	508
YBR209W_CDS	900237	900554	899864	1	1	509
YBR210W_CDS	903204	903632	900554	1	1	510
YBR211C_CDS	903812	904786	903632	2	1	511
YBR212W_CDS	905540	907558	904786	1	1	512
YBR213W_CDS	908022	908846	907558	1	1	513
YBR214W_CDS	909069	910652	908846	1	1	514
YBR215W_CDS	911010	912971	910652	1	2	515
YBR216C_CDS	913230	915254	912971	2	1	517
YBR217W_CDS	915486	916046	915254	1	1	518
YBR218C_CDS	916361	919903	916046	2	1	519
YBR219C_CDS	920153	920957	919903	2	2	520
YBR220C_CDS	920649	922331	920957	2	1	522
YBR221C_CDS	922807	923907	922331	2	1	523
YBR221W-A_CDS	924192	924296	923907	1	1	524
YBR222C_CDS	924374	926005	924296	2	1	525
YBR223C_CDS	926317	927951	926005	2	1	526
YBR223W-A_CDS	926375	926494	927951	1	1	527
YBR224W_CDS	927779	928294	927951	1	1	528
YBR225W_CDS	928281	930983	928294	1	1	529
YBR226C_CDS	930809	931219	930983	2	1	530
YBR227C_CDS	931226	932788	931219	2	1	531
YBR228W_CDS	932967	933881	932788	1	1	532
YBR229C_CDS	934011	936875	933881	2	1	533
YBR230C_CDS	937203	937704	936875	2	2	534
YBR230W-A_CDS	938016	938216	937704	1	1	536
YBR231C_CDS	939833	940744	938216	2	1	537
YBR232C_CDS	941027	941386	940744	2	1	538
YBR233W_CDS	941082	942323	941386	1	1	539
YBR233W-A_CDS	942631	942915	942323	1	1	540
YBR234C_CDS	943092	944246	942915	2	1	541
YBR235W_CDS	944555	947917	944246	1	1	542
YBR236C_CDS	948037	949347	947917	2	1	543
YBR237W_CDS	949623	952172	949347	1	1	544
YBR238C_CDS	952761	954956	952172	2	1	545
YBR239C_CDS	956008	957597	954956	2	1	546
YBR240C_CDS	958144	959496	957597	2	1	547
YBR241C_CDS	960243	961709	959496	2	1	548
YBR242W_CDS	962324	963040	961709	1	1	549
YBR243C_CDS	963101	964447	963040	2	1	550
YBR244W_CDS	965182	965670	964447	1	1	551
YBR245C_CDS	965804	969193	965670	2	1	552
YBR246W_CDS	969245	970408	969193	1	1	553
YBR247C_CDS	970658	972109	970408	2	1	554
YBR248C_CDS	972461	974119	972109	2	1	555
YBR249C_CDS	974536	975648	974119	2	1	556
YBR250W_CDS	976687	978258	975648	1	1	557
YBR251W_CDS	979044	979967	978258	1	1	558
YBR252W_CDS	980265	980708	979967	1	1	559
YBR253W_CDS	980924	981289	980708	1	1	560
YBR254C_CDS	981390	981917	981289	2	1	561
YBR255W_CDS	982110	984194	981917	1	1	562
YBR255C-A_CDS	984272	984728	984194	2	2	563
YBR256C_CDS	985040	985756	984728	2	1	565
YBR257W_CDS	986539	987378	985756	1	1	566
YBR258C_CDS	987388	987816	987378	2	1	567
YBR259W_CDS	988041	990107	987816	1	1	568
YBR260C_CDS	990293	992293	990107	2	1	569
YBR261C_CDS	992486	993184	992293	2	1	570
YBR262C_CDS	993374	993694	993184	2	1	571
YBR263W_CDS	993918	995390	993694	1	1	572
YBR264C_CDS	995424	996023	995390	2	1	573
YBR265W_CDS	996236	997198	996023	1	1	574
YBR267W_CDS	997495	998676	997198	1	1	575
YBR266C_CDS	997590	998042	998676	2	1	576
YBR268W_CDS	998953	999270	998676	1	1	577
YBR269C_CDS	999814	1000230	999270	2	1	578
YBR270C_CDS	1000415	1002052	1000230	2	1	579
YBR271W_CDS	1002506	1003765	1002052	1	1	580
YBR272C_CDS	1004015	1005457	1003765	2	1	581
YBR273C_CDS	1005715	1007025	1005457	2	1	582
YBR274W_CDS	1007248	1008831	1007025	1	1	583
YBR275C_CDS	1009010	1014760	1008831	2	1	584
YBR276C_CDS	1015274	1017697	1014760	2	1	585
YBR277C_CDS	1017869	1018270	1017697	2	1	586
YBR278W_CDS	1017948	1018553	1018270	1	1	587
YBR279W_CDS	1018911	1020248	1018553	1	1	588
YBR280C_CDS	1020438	1022351	1020248	2	1	589
YBR281C_CDS	1022624	1025260	1022351	2	1	590
YBR282W_CDS	1025894	1026334	1025260	1	1	591
YBR283C_CDS	1026597	1028069	1026334	2	1	592
YBR284W_CDS	1028893	1031286	1028069	1	1	593
